"customer_unique_id","category","purchase_count"
"01c289bb06354cdc7e6549570f20ada4","fashion_bags_accessories",3
"01d7b0d6f8958188afa680d75dd47919","fixed_telephony",2
"01dd34b5f4cee2a48f03ba1cce8c592c","health_beauty",2
"01e123d7c7cedf12af483fc17258b9ce","computers_accessories",4
"01f2285f85a1c603eb7ef755ad311769","sports_leisure",2
"020299859eabbac628a0b2d6ea22bb9d","stationery",2
"0209a0a5c96cc50dd1bbe71e3730af2a","computers_accessories",6
"0209f290b5451d357308bc0e90521026","bed_bath_table",6
"020b824fa9ea4049aed3171900d41e86","toys",2
"0213fe7fbaa0a7e81c16350785e367e6","office_furniture",2
"02168ea18740a0fdaaa15f11bebba5db","furniture_decor",4
"0220755d57fdf6a1f63f39f51bb5fb90","pet_shop",2
"023196e0c7c9f50e21677e45cc6d539a","bed_bath_table",2
"023571745d76e09f8bd5477af28f605e","furniture_decor",2
"023609b602b585ea3aaffff453cd0edf","computers_accessories",2
"023626329895d11d199a1bf57dcbc546","sports_leisure",2
"023c8fe9cea056407269dfe9bdd57a8c","telephony",2
"0241fa2e9adf0576cb0f845377d05c03","consoles_games",2
"0246f8de7fe5a9cb5e3a3fffa3cf0da4","health_beauty",2
"024741ae16493ea617e06ecc277c7069","auto",2
"024bc6c3997170f0ca30edba8ba8aa55","pet_shop",2
"024cf57b6da1f225b8b130dcd9093af9","bed_bath_table",2
"02552fea6f4fa9a5c61bf9d22408ae73","furniture_decor",2
"0258cd3b5e7c4b397cc09ea472677e73","furniture_decor",2
"026bae191fa488af0155ef3eba3d4a79","watches_gifts",2
"026cc430843b605b4b5515751f4fe5d3","health_beauty",4
"027a8a853eac346c3bf686f95289b761","furniture_decor",2
"028296541bfb0fe84ab460804e4c0dce","bed_bath_table",2
"0283917cf6822284c4341224ef003fb6","electronics",2
"0283d9c78c980d3ea0fce611bbc8ad5b","health_beauty",2
"028c09f007292c4e3a3b10d296e47987","computers_accessories",2
"028df9d72fe22595a5da837157f1258b","sports_leisure",2
"02900dde8414f41aa7e3e6394eb08871","bed_bath_table",2
"02a6a137ef7fe2414c9e14fc4d060790","furniture_decor",3
"02a7760053385280fc193a50d86f69d1","bed_bath_table",2
"02ab167135d5d29cdc77b3147d75c1ef","health_beauty",2
"02ac2bb64dac05fb338809262ff33a49","garden_tools",2
"02b20b7c813efede140142ac610e36dc","computers_accessories",2
"02ba7b822bc05258fc0b790a1a54bc36","electronics",2
"02bb0a3e6081abdf2c4d03d0069166b8","costruction_tools_tools",2
"02c10a545b4ff4123a8490cfc32db78c","pet_shop",2
"02c661a1832c392b81d7ba1ebddf8796","consoles_games",5
"02dd4969c23207b44ef9252dd7ef59f8","sports_leisure",2
"02e9109b7e0a985108b43e573b6afb23","bed_bath_table",4
"02e9827c15167f699df7bf90d326ffdb","housewares",2
"02eb2837e7302e52e996ebb4515ac3c5","furniture_decor",2
"02f075dab3fb75daf0df033125b9f97c","furniture_decor",2
"02fbe4db886eb98774c8ba300d39fa79","computers_accessories",2
"02fdf47b3bd661072bb00a5aab1853dc","furniture_decor",2
"02ff3aee636a9ee1c1fef271daa0bc07","office_furniture",5
"030df4046f9f9e7fc4531b24b1e853fc","pet_shop",2
"031cc9f0c34aac1349d8a7fca3814d70","toys",5
"031e19fc630c4121f1238716f41675c3","home_appliances",2
"032296639c7e91f3236f544b0a822b3e","watches_gifts",2
"032b3a42598667caf2e099999b9dc1b9","housewares",2
"032c36a3e0e337f241a5910aa6ef3077","baby",2
"032ddb0b6d452c1a3eac72cf33ee8b96","stationery",2
"0332fb05cd4a72c2eb50088262a4586f","furniture_decor",2
"0333b2fc6ba7014702e08ef613850270","bed_bath_table",3
"0339119d431b8dd1b361567e4fc48a58","telephony",2
"0339d63f73ee6160ed3a7a6534ee2efe","perfumery",2
"0341bbd5c969923a0f801b9e2d10a7b8","furniture_living_room",3
"0341bbd5c969923a0f801b9e2d10a7b8","housewares",3
"0356f958b9250c6ef4084945c9e395a5","pet_shop",2
"0361e980b28826f4d286ac144d9b319a","furniture_decor",4
"036fad4da661be7be3ad588329aefc1b","telephony",2
"0379a6f96d9befaf749609ba52b17783","stationery",5
"037ebbb3507dc1717f22ee973771c9d8","pet_shop",7
"037f1240d3a139aef654264b518eb7e1","watches_gifts",2
"03820299130367803663f7eb70bcf2bc","baby",2
"0385202835886be536b884d2177cd4c7","telephony",2
"038b7fcc842de60dd02e9ce81e2d44bf","garden_tools",2
"038c91bf6f1bb33c46694bae8e74dee6","auto",2
"038d84ab58dc78ee67846b354424ca6b","furniture_decor",2
"0396c443fdda5498c7e9ed5b34871c5a","bed_bath_table",2
"039ddbe14ea350d861b9422a9ca43b0b","housewares",2
"03adb96012772d4374285b6a701f3da9","computers_accessories",2
"03bc76887b06f1e7fb81d0513018165e","furniture_decor",3
"03bd7c8563706d3a512250498f0706c0","baby",2
"03c4286232d282681d979387068e1d34","auto",2
"03d4c28894c1239ca5a6dd6f0c197921","computers_accessories",2
"03dabd77cb0ed7a26fafe19e36b67742","telephony",2
"03e617aa03379916298509c50f723bbe","garden_tools",2
"03e8a26864627ee0c7fb470b46cbaee7","sports_leisure",2
"03f2463d48505388248d4dc0186d37dd","sports_leisure",2
"03fa49df615c32f37b7cb036bd89d217","market_place",2
"03fc54320e654887eddb9480397fa8a2","auto",2
"03fe4b83d144beca992a5e3cffbdb5e6","air_conditioning",2
"040875d34dfc46856372e6beaabf5505","telephony",2
"040dc1ab0fe089423e1d53a50be09a28","sports_leisure",2
"040e4df45a02c9d398c233227f207f67","furniture_decor",2
"04135ea9b5a7f3db234797e55e2d4deb","health_beauty",4
"0418227642b5942a44de7992bf2ed6bb","small_appliances",2
"0421cbe19607719626e374b2347686eb","bed_bath_table",2
"04286686c86ebb7e5f9276bb33f8fbe1","garden_tools",2
"043a16838b73c1aae6721b0bbe1530f5","luggage_accessories",2
"043aee247e71edff7045664609f4d806","bed_bath_table",3
"0451ef5a31cea3e14ce02d768d7c9943","perfumery",2
"045d728ade88ec80f546742429789ff1","small_appliances",2
"0461e1439177eb1bc814bc4d48dbd0bb","construction_tools_construction",2
"046afa6d8a4e9f3054b35cca5ba947bd","sports_leisure",2
"04701c6d028551e35b43d6a2b181411e","christmas_supplies",2
"047ce3fc5ad200ea8cebe5841e618d05","sports_leisure",2
"047da479ca305928b6c463036ddbbb63","stationery",2
"048018b271de8a57850a736e1decab48","baby",2
"04821927835e6a040f8a83ba4d54d998","bed_bath_table",3
"0484f4053df3702347e3b260d0eccf39","sports_leisure",2
"0487a94145b40ec78717e7d4044f182d","signaling_and_security",4
"048dbdf8f9bbd1be87b25868d1408311","bed_bath_table",2
"048df8b25dc48e1554eccde119d6cecd","baby",2
"04971801420422ac37540eea29047f22","furniture_decor",4
"04ab67281768ea079c74f680cec8e8cc","toys",2
"04b82d7b6bea9cde35c9934ea1949c34","sports_leisure",3
"04bf51c8d8b123571c86805d49edd9b1","furniture_decor",3
"04d1643d1bf6c54f0b099c708e623466","office_furniture",2
"04d3c2795b83634312bf3f86f41f7901","health_beauty",2
"04df65bf8cfc1410cb2c66cd6d9be4b9","baby",2
"04e7b09e41a01df2100b30d1a880680d","audio",2
"04ec84709be36aae922647468a0be8f7","telephony",2
"04f6b73a950bfc7afab0cbf82fff47b1","furniture_decor",5
"04fc637963fe982dd25ac58e4f4770c1","bed_bath_table",2
"0501840168467a2d31102cf755e6ebcb","furniture_decor",2
"05040c74e2cd51e7d6fd425b5c94a37f","sports_leisure",2
"050555c26479bbb8ba0740c37e7454d0","home_appliances",2
"0509ab034845adb0b4c91b6f0e7b7260","housewares",2
"050edcc983b8b15a8c076355d0a784bd","watches_gifts",2
"0511b00dba27c937d7c1b15aa385359e","toys",2
"0526ed43dbc2198ab355d10ebc4b6a35","furniture_decor",2
"053b7090271ed4dacbfe0afd6382bbab","furniture_decor",4
"053b7336758bd6fd3b657c370e702f7b","health_beauty",2
"053ee39e5fff8053a860892cbd54d1ed","bed_bath_table",3
"053f7850c3ffd9726cff61c7e42af797","home_appliances",2
"054879b43627b75d362af54f71b69843","telephony",2
"054a0e55182507d21177a99a2965911b","furniture_decor",3
"054be8b55006d12284f472ba757c901e","housewares",2
"055ab020f1b15db97acb142cb9d893ae","bed_bath_table",2
"05611a5f1fa509eef8b92840648a6b34","furniture_decor",3
"05669445931c028d97b7c0637b5a2359","consoles_games",2
"0570089e1e1b3cf57b7f7d545cb204aa","toys",2
"0577db0efc765dafeb6ff6ad59238c0e","pet_shop",2
"058199325498b546a39e5652a04dbbcc","bed_bath_table",2
"058aa00e0e9f4f0a2febfce3725d71c1","health_beauty",2
"058b604a0df6b29f03c540de254b197f","housewares",2
"058d30d972910f7fa6cf0121695a6e37","furniture_decor",3
"059063072de58e5a847e76c4593d5629","auto",2
"0598dd4eaa6611265e192ffa2e8133aa","bed_bath_table",2
"059907a512be8ac75b50cbcf6f837d18","drinks",2
"059e4dfa8c1b3dd4e5179e126987f1b9","housewares",2
"05a021f89882d0c4df802f3c18897a34","bed_bath_table",4
"05c567475380140907b9ca53ba1dcfeb","food_drink",2
"05cb25c0b98e8d6f839049d97adfecab","sports_leisure",2
"05d7600f5c526e0722b3e07059588bcb","sports_leisure",2
"05d814587e80f2e2846c144d4fb511bc","electronics",2
"05dc7381ace8c9b5a634129ce38dff60","perfumery",2
"05deca1c689c7d6d251146fbe36d37ae","housewares",6
"05f20ede6bed5ad392953e8b43583336","computers_accessories",2
"05fb25843c4048d1ce40611d11966278","computers_accessories",2
"06171ada9d20ee81d698c39fddf04264","computers_accessories",3
"061f0fd9919c62b1742303ea0cfc4d6b","auto",2
"0621c2a5979d3e887ae519620cbe2926","computers_accessories",3
"0623f038035c3a191a8c19d01965611e","housewares",2
"063eef0d1ead8ee785783e95df82137e","toys",2
"064085bbe84f744d125397333aab88cb","watches_gifts",2
"06435ea24fa29c3b3727990f2f67d7ec","furniture_decor",2
"064fb6f70338688d1372235d95d92ff7","construction_tools_construction",6
"065102c8bb5cf4f308cd356e74343c2c","telephony",2
"0653512b981aee8f1afcf79c547ff3f5",NULL,2
"065938485846aa5adc196cb536de42e0","auto",2
"065dd01c6b43b086b22fdc329552d765","auto",2
"0669bf2cb4551389e155f7daa3c1156e","consoles_games",2
"0669ee32bf519c46d27030db08c5e0e3","bed_bath_table",2
"066ee6b9c6fc284260ff9a1274a82ca7","furniture_decor",6
"0672d01bce31cb5657b5eb58c0f4884a","bed_bath_table",3
"067aababad1d4ab2de52be25c7bc56f7","auto",2
"067c8117bd9b4f406301921f6bcfb04e","furniture_decor",2
"068b769463d8f41482bcd34be57ece04","pet_shop",2
"0695109d8c6c82bacc86e47a6246c390","office_furniture",3
"06988894a3d1c8f0757e81f24678e6e5","housewares",2
"06a35cec0273b785b2b58eb349841fb2","perfumery",2
"06a52782a04f0086d16b9c22d0e29438","home_appliances",3
"06b609212808563b18a3f818b86dd01d","garden_tools",2
"06c0e20a617982c7a5113459fde779a4","pet_shop",3
"06c0ea6ee892364d1608ee47aa9f56a0","toys",2
"06c18dc9dc7a01e3322f4e9245dac0ed","computers_accessories",6
"06c211500493e0aa2c584346c15a1d81","furniture_decor",2
"06d17cdfefd3949b0539e6d082de6d99","auto",2
"06dc004eb62206da48bf108ccc86e620","bed_bath_table",2
"06ee95df85ab27db04eebc85ce42e3df","computers_accessories",2
"06ef40d6e048bc6ca4c8b6f2190227e1","sports_leisure",4
"06efe14ae14452f6c8cd70696f9478ac","bed_bath_table",3
"06f1d66196374b588fbf7cbc2793874d","cool_stuff",2
"06f289b98b5b10b7d7692548624cb616","health_beauty",2
"06f96a8186eb3f890b6421e944a10c0e","telephony",2
"06fe5f5b627aa404e13f99f7b9e12956","bed_bath_table",2
"06ff8a23914822dda6b608381b316add","food",2
"0700983d7f5192901b3732bc96c03c23","furniture_decor",6
"070864e2a7406d03f7071e27dd46d21e","office_furniture",6
"070acf4df1234a6257809e4e79644481","construction_tools_construction",6
"0710e0c85fe7cb494d624e0863782e46","home_appliances",2
"0718d96349a80323476a9d067f408814","health_beauty",2
"071cabf48b9a52a0138a68d3600c3cf5","sports_leisure",2
"072a543c663f0b54b41af8b074162d62","furniture_decor",3
"0734186c93d9d5488a3a77c8178cb794","telephony",2
"07342638d0e0aad32c3cf0efc1a37ba5","computers_accessories",4
"073ce043974e19c4c37d281b7b7d72c1","bed_bath_table",3
"073d1252f3a5cce37d38726f1430c80e","health_beauty",2
"073d35c8464f7424060c41581bb922d5","health_beauty",2
"073eb65c7b6cef57bc5be329667b35fb","computers_accessories",2
"073f5b5e594a5dc257fe9592e981f2bb","electronics",2
"0751ebe1c05ef7a632934adae06c6d4a","sports_leisure",2
"0753264f31df82553453f8f93f65306b","bed_bath_table",2
"07547425c8f7a7086f529f2d3b80d21a","cine_photo",2
"0759d933887c91f517086ed1bbac859b","housewares",2
"075a5615f6bb67b7a4704a98e15d9c5c","toys",2
"075c38f7a650b0dc822712c7a58e93d4","bed_bath_table",2
"076631f9ad2719c4fde47d451ce18104","home_construction",3
"076b35e139e2e3de142e4d424d1cfb27","construction_tools_safety",2
"076b7055bea51da430d6a6fa054e5075","bed_bath_table",2
"077294e9b1effc4dcb52e84ca5a713e1","furniture_decor",2
"077d1d4b18c096ea1ec611d6a3701056","fashion_bags_accessories",2
"078f7e669cebf2fb640d0ad0dabb3068","bed_bath_table",2
"079193e2ad24a2dd57584a7eb213bd1e","furniture_living_room",2
"0795c2e6501b727255b4f0fa37986860","furniture_decor",2
"07a374b1259eace4d5462531702f3ef1","sports_leisure",2
"07a839176fcbeff000727aa6db6753f9","telephony",2
"07aa0e46a3fec5c648422487a2efe4a9","garden_tools",2
"07abcea6f64399366559afee336a7fd2","bed_bath_table",2
"07b1b60bca2b6326fa2adb259ea4a55f","furniture_decor",2
"07b1b60bca2b6326fa2adb259ea4a55f","stationery",2
"07b3f25ebe35cc57bb89eada6a231b7d","fashion_bags_accessories",2
"07bd3d18ecba2420a8934b34a26f157a","watches_gifts",2
"07c62075bc5c33b7d9bafa573e54402e","bed_bath_table",2
"07e5b497e5fbf9b05e586baa73f8a3c7","furniture_decor",3
"07e5fa7bd21a068b7659dc26f245babf","furniture_decor",2
"07e9cfc8cdd6f08d6993bc4ec77aa686","health_beauty",2
"07edb6092d391eea668598f604cb8a80","housewares",3
"07f4d82acd0d57d83ddeabecb75a7358","garden_tools",2
"07f61caa1c9e850c14e94854cec87545","housewares",2
"07f683d0c5edec5a5d827d25ba78620a","bed_bath_table",2
"07f765655f560c8624267665ce23675a","housewares",3
"07f86fccef0c7a352cc0d552eba79a71","furniture_decor",2
"07fbf7cd2d1a81e2c4f88c9ff0148815","bed_bath_table",2
"07ff81a9676efa0286ddd3f09e7c0063","watches_gifts",12
"0800b40b1751d9f66189ef534f22e03e","sports_leisure",2
"0802a1a217680f13264a70ddb7220823",NULL,2
"080789200483d84e2e71d57d820c3ac0","housewares",5
"0807baeeeaa1309effbd9a9dee41ab17","furniture_decor",3
"080a538ba865739bd97c3ffd9e71bcf0","computers_accessories",2
"081f07439678af2da7755a0aa572154d","stationery",2
"082404643acd430a6fcd6ac0c6027e02","housewares",2
"0825dca27a94ec57277c16731af8163f","stationery",2
"083f9c55bf04dc9af3749412568f9f6e","housewares",2
"084142ff1817e56910833e3edd9bb3d5","furniture_decor",2
"0847a0328c498e8a666a28bd6e328425","computers_accessories",2
"084be429c23e342acf5084ac6156d22e","bed_bath_table",2
"084d29b95577d79bd5ce9019727daa66","garden_tools",3
"08538899c9349c72a2286e39a0a31717","auto",2
"086230886f279f9160a8d29bd66dd431","furniture_decor",4
"08634c8b4eb69f90baacc97a295788be","computers_accessories",2
"086915b3227ea3589f54682693a9b423","garden_tools",3
"0869556a74c1037d07dce30201d21d91","cool_stuff",2
"086a1331b5f75cf51610065e3ae36425","telephony",2
"086f24c6c07040ab6a6383e1f4c37376","drinks",2
"0880a12c3591cb1e3f6f23567adae7c1","garden_tools",3
"0891e5d4e534eb8585807582fc12cc3c","health_beauty",2
"0896f642d506dcfff4899789d59452cc","musical_instruments",2
"08a14d6f05e910296326bdfd02e0da04","perfumery",2
"08a151ec3a5cbe140edd1fa285f6c853","garden_tools",2
"08a374bca4063116d5530a7b04ecaf3f","construction_tools_construction",6
"08ac5a9c44cd0c632183f1c6cafc3a06","garden_tools",2
"08b4c336c9d41a15dfd9259c6ad8c93c","housewares",2
"08be381b4b9e40a1acdbc7c6fd2ded86","housewares",2
"08c07c761592a71b85136aa4fe76a6f4","health_beauty",2
"08c563a0e00983d634746efc2cd9fad6","sports_leisure",2
"08c8daf7d9ab792cfa1f117599918913","health_beauty",2
"08d2c4fec63aa9ea247577680883926e","office_furniture",4
"08e3a5cc324f563d7914b2e2ac3685d6","office_furniture",2
"08e5b38d7948d37fbb2a59fc5e175ab1","watches_gifts",4
"08edcb06d9d590d95f221c03b6ae3832","furniture_decor",2
"08f39bc6b746bc26013fa99b725e83e6","bed_bath_table",5
"08f57f4be7a86b8a175c56d07c305dce","furniture_decor",2
"08f77862a18100d978ece3564a80366d","perfumery",6
"08f7cf00ed9ff3e0a08fc136ec272974","furniture_decor",4
"09083515c735cc500a6aceb09f3fff9d","home_construction",2
"0926d4dd8cc61fdc1254373bc7cf030c","housewares",2
"0928131432790cc4aa4cfbd0a526c158","bed_bath_table",2
"092efb5efa2f61b05793f71115ca2469","watches_gifts",2
"093723a103e8b73b2675d7082b8436d0","furniture_decor",2
"094b16a7db3cef4fbf754847600a2692","furniture_decor",3
"094d2c52b8b1b4b0dbb62573becfbb2f","computers_accessories",3
"095e8a273f050a7b6c1817d35b11d283","furniture_decor",2
"096e351116755fe4c3c1e48eaf301a41","bed_bath_table",2
"096f4fc414480cfa00436b3bcccf5bc1","bed_bath_table",2
"0971eea0b7a72ae9ae7050fde417da05","housewares",5
"09746c224fd3209b3277079eda8e3683","furniture_decor",3
"0981a271500799427cdf345e9121e20b","health_beauty",2
"09831ff6ab667f42521bcd4c22dc755c","sports_leisure",3
"09928c4afa1c45cfcf099b3b13889719","auto",2
"0994750c9c22a140010ed86aad2d044b","perfumery",2
"099860be20edbbb9c14e78942a36a64c","furniture_decor",2
"09afae2d61d41a7f90d30c3ce36c5f26","fixed_telephony",2
"09b427cfb9e2dbb98384ec238e34f5d5","sports_leisure",2
"09baec50afccbb414f24bf8e0bc7c020","housewares",2
"09bb53b69206dcf2a8fc66b3eab2735b","computers_accessories",2
"09bc7afc3e8d8dccaffd0b16944a91fe","sports_leisure",3
"09c361fed7245568f0f104496ed4f92f","furniture_decor",3
"09cd73b13f103e47ce13675b4a4b36f3","bed_bath_table",3
"09d74edf20acb4f9523fb1cf19a18456","computers_accessories",2
"09e2211ebded7c99b9b8b091ba29b069","sports_leisure",2
"09e9991c50513a303a2da26619870d7f","computers_accessories",10
"09ecbbc6902ae2add46294a42e3a59f1","computers_accessories",2
"09ece0798f0ed4d12dccc8a7b61bce22","toys",2
"09ed9b91e77dcb56c1c1e7fdf7fc100c","office_furniture",6
"09eefdfadd9f432c75355f95f51b2da3","health_beauty",2
"09f1550322c7d0c406b54ad2ca7dfce6","computers_accessories",2
"09f2ad140c06129550a9a8065591184b","stationery",2
"09fcc57e55d6ad4410ba53c762304320","housewares",2
"09fe8ab1462ab9578e8b5ca1bcf63947","home_comfort_2",3
"0a02ba4243b1b0e048a3841d5758d113","furniture_decor",2
"0a06563eb688877be75296fab423c41d","consoles_games",2
"0a0a92112bd4c708ca5fde585afaa872","fixed_telephony",8
"0a0c0f2cec03e2ec12eefdad109eb83d","sports_leisure",2
"0a0ddd2126c26c78e3e691cf382525fe","computers_accessories",2
"0a0fa442c401952fe854264257c18775","watches_gifts",2
"0a1f83858e65e141609fca9ea70a495a","furniture_decor",2
"0a2f7583eb36287f4066e3dbcb5d678d","furniture_decor",2
"0a330eeeee86fe56f383e11837e7df05","bed_bath_table",2
"0a38322966d62df297e832d7db9a2d9c","furniture_decor",2
"0a3d4f596bd69fa0b5f599c4b66b9dc5","bed_bath_table",2
"0a3dde3de8a75b9a9abb92ee368725ca","furniture_decor",2
"0a3fd9a9aeae46f86e5c05983bf83757","watches_gifts",2
"0a522b4ae13c0e1957bf280aa6620ac3","computers_accessories",2
"0a5f289d0908859e4f749900cfaa6eb9","construction_tools_construction",3
"0a609db8d244100909a15d65eadf8539","bed_bath_table",3
"0a61b571f594b6919601bcf3380da7f7","pet_shop",3
"0a63115120c13600b31c4ff2c5ccb504","stationery",2
"0a6fdd38257b8966e4619746c7b84262","health_beauty",2
"0a703496b389e54c6fb8302c906d4c6a","bed_bath_table",2
"0a767212322d4dfce26644bdd620d2ae","garden_tools",2
"0a770372585a5c602356287eeef0db10","market_place",2
"0a843a6dd55792323714128564c1541e","computers_accessories",4
"0a856efc8c669c63477080ab965bdf94","furniture_decor",2
"0a97bdac2f197280badb633707f87222","bed_bath_table",2
"0a9e39dc75ece72d341303c35f37062a","health_beauty",2
"0aa1ab39ff2b837c05d7c9ff85b6d983","furniture_decor",2
"0aa5d8db6e6469a87233859baffb5970","computers_accessories",2
"0aadc1d26d1c8b88a52c39a533ccea93","sports_leisure",6
"0aafa33eb8446afb62771e96dcb61c43","office_furniture",2
"0abde252539bc2518655872435b9fa54","garden_tools",2
"0abee71cd257861a0944e2a81cea4a50","bed_bath_table",3
"0abff5377bf2207c0015063059d8675d","sports_leisure",2
"0ac4d05bbe5f9dd1011eeadba1e76955","cool_stuff",3
"0ac94433561d5331d9c5aad9045bcc45","watches_gifts",2
"0aef107040099c08391f73e81821bbac","sports_leisure",4
"0af1a64aee6e92bed8c5467cd8946b39","bed_bath_table",2
"0af856b84f956b11317832a27b18ff4b","telephony",2
"0aff838d826afd9c11d8d35f114c0505","garden_tools",2
"0b10c1c24ada0c4b1e879dd8d6db02fd","baby",2
"0b1295f39125403a08117b8d96be67ac","bed_bath_table",2
"0b1715dfc26a6231c736058821dc0eb4","bed_bath_table",2
"0b18593e033697810a62a987e77f4b8c","bed_bath_table",2
"0b1863ef940d2c99493c2c551d7e3470","party_supplies",2
"0b1ef8f1c964c96702a47c381c61f84f","stationery",2
"0b209d54ce95005e6dd01239d4146ec2","housewares",2
"0b231964bc577713005490f0505db5f1","bed_bath_table",2
"0b250fad0a31349ac02bc975480096b2","housewares",3
"0b2d68f9e4d2d28dcce0d670234323c2","furniture_decor",2
"0b301ba858fea6e878faa5da12b044c6","computers_accessories",4
"0b3035733532ec8176a6dfcbde18815c","bed_bath_table",2
"0b332720a46bcdf8d6dfbab93962e170",NULL,2
"0b391e93cdb4fe7ad5446c111c647f9b","pet_shop",2
"0b39f417a3c099ff0497346258e8d752","sports_leisure",2
"0b3dc7efaafb0cf78a4796d42fa8d74c","perfumery",2
"0b4336bfd6d4e1f3e6ee3d8ae5f3ba36","furniture_decor",2
"0b45aca006bbe2643cf4bcf4ed02aabd","stationery",2
"0b49c33f53bc3d731cfc40dd36cc1b31","baby",2
"0b5057cd51031b814ac5667fb3ff0dbc","sports_leisure",2
"0b5da348e71b60d46741d90a45a8bc10","furniture_decor",4
"0b632cc0cb6815f899fceceef28713dc","furniture_decor",2
"0b638578b967f50cd287cd9db00fbd2c","telephony",2
"0b63b2c21b768c3575305cf04214e173","garden_tools",2
"0b6d4f036c07e10854affe43fc4e718c","consoles_games",2
"0b70d1e8e5462729e993c3e82ba3d5f1","garden_tools",3
"0b7a92bbb834394fd894c370ba568278","housewares",2
"0b8ed32525608a907c7331b613b5b67e","auto",2
